KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS
B4;antimitootilised ehk rakkude jagunemist pidurdavad ained (näiteks tsütostaatilised ravimid), eriti koostoime korral ioniseeriva kiirgusega;antimitootilised ehk rakkude jagunemist pidurdavad ained (näiteks tsütostaatilised ravimid), eriti koostoime korral ioniseeriva kiirgusega;antimitootilised ehk rakkude jagunemist pidurdavad ained (näiteks tsütostaatilised ravimid), eriti koostoime korral ioniseeriva kiirgusega;b;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
B5;süsinikmonooksiid;süsinikmonooksiid;süsinikmonooksiid;b;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
B6;naha kaudu tervist kahjustavad kemikaalid, mis märgistatakse riskilausetega r21, r24 ja r27;naha kaudu tervist kahjustavad kemikaalid, mis märgistatakse riskilausetega r21, r24 ja r27;naha kaudu tervist kahjustavad kemikaalid, mis märgistatakse riskilausetega r21, r24 ja r27;b;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
C;bioloogilised ohutegurid;bioloogilised ohutegurid;bioloogilised ohutegurid;;;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
C1;1. ohurühma bioloogilised ohutegurid;1. ohurühma bioloogilised ohutegurid;1. ohurühma bioloogilised ohutegurid;c;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
C2;2. ohurühma bioloogilised ohutegurid;2. ohurühma bioloogilised ohutegurid;2. ohurühma bioloogilised ohutegurid;c;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
C3;3. ohurühma bioloogilised ohutegurid ;3. ohurühma bioloogilised ohutegurid ;3. ohurühma bioloogilised ohutegurid ;c;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
C4;4. ohurühma bioloogilised ohutegurid ;4. ohurühma bioloogilised ohutegurid ;4. ohurühma bioloogilised ohutegurid ;c;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
D;füsioloogilised ja psühholoogilised ohutegurid:;füsioloogilised ja psühholoogilised ohutegurid:;füsioloogilised ja psühholoogilised ohutegurid:;;;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
D1;füüsilise töö raskus (raskuste käsitsi teisaldamine, lokaalse lihaspingega tööd);füüsilise töö raskus (raskuste käsitsi teisaldamine, lokaalse lihaspingega tööd);füüsilise töö raskus (raskuste käsitsi teisaldamine, lokaalse lihaspingega tööd);d;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
D2;vaimset või füüsilist väsimust või ülepinget põhjustavad sundasendid ja -liigutused, sealhulgas ka pidev töötamine seistes või istudes, monotoonne töö, kiire töötempo, kõrgendatud tähelepanuga töö ning muud samalaadsed tegurid;vaimset või füüsilist väsimust või ülepinget põhjustavad sundasendid ja -liigutused, sealhulgas ka pidev töötamine seistes või istudes, monotoonne töö, kiire töötempo, kõrgendatud tähelepanuga töö ning muud samalaadsed tegurid;vaimset või füüsilist väsimust või ülepinget põhjustavad sundasendid ja -liigutused, sealhulgas ka pidev töötamine seistes või istudes, monotoonne töö, kiire töötempo, kõrgendatud tähelepanuga töö ning muud samalaadsed tegurid;d;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
D3;töötamine üksinda, kui kohe abi kutsumine ei ole võimalik;töötamine üksinda, kui kohe abi kutsumine ei ole võimalik;töötamine üksinda, kui kohe abi kutsumine ei ole võimalik;d;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
D4;töötamine redelil, tööplatvormil või tellingutel;töötamine redelil, tööplatvormil või tellingutel;töötamine redelil, tööplatvormil või tellingutel;d;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
E;kantserogeenset ja mutageenset ohtu põhjustavad tööprotsessid;kantserogeenset ja mutageenset ohtu põhjustavad tööprotsessid;kantserogeenset ja mutageenset ohtu põhjustavad tööprotsessid;;;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
E1;auramiini (cas 492-80-8) tootmine;auramiini (cas 492-80-8) tootmine;auramiini (cas 492-80-8) tootmine;e;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
E2;tööprotsessid, kus töötaja võib kokku puutuda kivisöetahmas, -tõrvas või -pigis sisalduvate polütsükliliste aromaatsete süsivesinikega;tööprotsessid, kus töötaja võib kokku puutuda kivisöetahmas, -tõrvas või -pigis sisalduvate polütsükliliste aromaatsete süsivesinikega;tööprotsessid, kus töötaja võib kokku puutuda kivisöetahmas, -tõrvas või -pigis sisalduvate polütsükliliste aromaatsete süsivesinikega;e;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
E3;vaske ja niklit sisaldavate materjalide jootmine, keevitamine või muu termiline töötlemine, mille käigus tekib nende metallide tolmu, suitsu või aerosooli;vaske ja niklit sisaldavate materjalide jootmine, keevitamine või muu termiline töötlemine, mille käigus tekib nende metallide tolmu, suitsu või aerosooli;vaske ja niklit sisaldavate materjalide jootmine, keevitamine või muu termiline töötlemine, mille käigus tekib nende metallide tolmu, suitsu või aerosooli;e;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
E4;isopropüülalkoholi tootmise tugevalt happelised protsessid;isopropüülalkoholi tootmise tugevalt happelised protsessid;isopropüülalkoholi tootmise tugevalt happelised protsessid;e;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
E5;tööprotsessid, kus töötaja võib kokku puutuda kõva puidu, nt pöögi või tamme töötlemisel tekkiva tolmuga;tööprotsessid, kus töötaja võib kokku puutuda kõva puidu, nt pöögi või tamme töötlemisel tekkiva tolmuga;tööprotsessid, kus töötaja võib kokku puutuda kõva puidu, nt pöögi või tamme töötlemisel tekkiva tolmuga;e;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
E6;muud tööprotsessid, kus esineb töötajate kantserogeenide või mutageenidega kokkupuute oht;muud tööprotsessid, kus esineb töötajate kantserogeenide või mutageenidega kokkupuute oht;muud tööprotsessid, kus esineb töötajate kantserogeenide või mutageenidega kokkupuute oht;e;1;1.05.2009;;;sotsiaalministeerium, eesti ämmaemandate liit, eesti e-tervise sa;1;
