Üle vaadatud (Johannes),import,review,base_url pubkeskus,standard_id pubkeskus,id-url,id-length,name,title,Title changed,description (valueset),CS.codingPrinciples,VS.changeManagement,oid,void,publisher,email,www,endorser,versioningAlgorithm,version_number,semver_version_number,released,last_csv_id,link,createCS,supplement,createVS,VSbasedOn,columns,map,VSproperties,TermXCS,TermXVS,Errors/Problems,content_2rows
TRUE,5,Rutt,Farmakogeneetilise uuringu (metaboolne aktiivsus) vastus,48908,geeniprodukti-metaboolne-aktiivsus,34,GeeniproduktiMetaboolneAktiivsus,Farmakogeneetilise uuringu (metaboolne aktiivsus) vastus,,"Metaboolse aktiivsuse loend, mida kasutatakse teatud farmakogeneetiliste analüüside, mis iseloomustavad geeniprodukti metaboolset aktiivsust, vastusteks. Põhineb SNOMED CT-l.",,,1.3.6.1.4.1.28284.6.2.1.364,1.3.6.1.4.1.28284.6.2.1.364.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Laborimeditsiini Ühing,integer,1,1.0.0,2022-11-30,66717,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/66717.csv,,-,1,SNOMED-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,,
Staatus=status",,https://termx.kodality.dev/resources/code-systems/geeniprodukti-metaboolne-aktiivsus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/geeniprodukti-metaboolne-aktiivsus/versions/1/summary,"3. versioon eksisteerib, migreeritud 2.
2 koodi puudu","Kood;Lühinimetus;Nimetus;Pikk_nimetus (SNOMED CT FSN);Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
3331000181100;;Ülikiire metaboliseerija;Ultrarapid metabolizer (qualifier value);;0;31.05.2021;;30.11.2022;ELMÜ;1;Ülikiire metaboolse aktiivsusega geeniprodukt. Versioonis 2 muudetud nimetust:  Ülikiire lagundaja -> Ülikiire metaboliseerija\r
3341000181107;;Kiire metaboliseerija;Rapid metabolizer (qualifier value);;0;31.05.2021;;30.11.2022;ELMÜ;1;Kiire metaboolse aktiivsusega geeniprodukt. Versioonis 2 muudetud nimetust:  Kiire lagundaja -> Kiire metaboliseerija"
TRUE,6,Rutt,Furkatsiooni kahjustuse aste,17539,furkatsiooni-kahjustuse-aste,28,FurkatsiooniKahjustuseAste,Furkatsiooni kahjustuse aste,,Hamba juurte furkatsiooni kahjustuse olemasolul määratakse vastav aste.,Loendi loomise aluseks on  Eesti Hambaarstide Liidu ja Eesti Ortodontide Seltsi otsus.,Uuendamine toimub vastavalt Eesti Ortodontide Seltsi otsusele või vastavalt seadusandluse muudatusele.,1.3.6.1.4.1.28284.6.2.1.118,1.3.6.1.4.1.28284.6.2.1.118.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Hambaarstide Liit,integer,1,1.0.0,2015-06-19,35339,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/35339.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Selgitus=definition|en,
Nimetus=display|et,
Lühinimetus=synonym,
Staatus=status",synonym,https://termx.kodality.dev/resources/code-systems/furkatsiooni-kahjustuse-aste/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/furkatsiooni-kahjustuse-aste/versions/1/summary,"Topelttühikud ja trükivead
Lühinimetus ei ole välja toodud ","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;I klass;defekti sügavus  on alla 3mm;defekti ulatus  on alla 3mm furkatsiooniala laiusest;;0;1.01.2013;;18.06.2015;Eesti Hambaarstide Liit ja Eesti Ortodontide Selts;1;Class I - Furcation defect is less than 3 mm is depth\r
2;II klass;defekti ulatus  on alates 3mm;defekti ulatus  on alates 3mm furkatsiooniala laiusest;;0;1.01.2013;;19.06.2015;Eesti Hambaarstide Liit ja Eesti Ortodontide Selts;1;Class II - Furcation defect is at least 3 mm in depth (and thus, in general, surpassing half of the buccolingual thickness of the tooth) but not through-and-through (i.e. there is still some interradicular bone attached to the angle of the furcation."
TRUE,5,OK,Genitaalid,1364,genitaalid,10,Genitaalid,Genitaalid,,Tanneri skaala järgi poiste arengu näitajad - genitaalid.,,Uuendamine toimub vastavalt taotluste esitamisele ja järgnevale loendite töörühma otsusele või vastavalt seadusandlikule muudatusele,1.3.6.1.4.1.28284.6.2.1.40,1.3.6.1.4.1.28284.6.2.1.40.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Sotsiaalministeerium,integer,1,1.0.0,2007-05-31,1367,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/1367.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Lühinimetus=synonym",,https://termx.kodality.dev/resources/code-systems/genitaalid/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/genitaalid/versions/1/summary,Trükivead,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
G1;G1;testised - pikkus 20 mm, skrootum ja peenis umbes sama suured kui varajases lapseeas;testised - pikkus 20 mm, skrootum ja peenis umbes sama suured kui varajases lapseeas;;;31.05.2007;;;;1;\r
G2;G2;skrootum ja testisedsuurenenud skrootumi nahk punakas, õhenenudpeenis ei ole veel suurenenud;skrootum ja testisedsuurenenud skrootumi nahk punakas, õhenenudpeenis ei ole veel suurenenud;;;31.05.2007;;;;1;"
TRUE,5,OK,Gingiviidi staadium,35074,gingiviidi-staadium,19,GingiviidiStaadium,Gingiviidi staadium,,Gingiviidi ehk igemepõletiku staadiumi määramiseks kasutatav loend.,Loendi loomise aluseks on  Eesti Ortodontide Seltsi ja Eesti Hambaarstide Liidu otsus.,Uuendamine toimub vastavalt Eesti Ortodontide Seltsi otsusele või vastavalt seadusandluse muudatusele.,1.3.6.1.4.1.28284.6.2.1.225,1.3.6.1.4.1.28284.6.2.1.225.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Hambaarstide Liit,integer,1,1.0.0,2015-01-31,35076,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/35076.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,
Lühinimetus=synonym",,https://termx.kodality.dev/resources/code-systems/gingiviidi-staadium/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/gingiviidi-staadium/versions/1/summary,"Concept has no active version
Kas on vaja lühinimetust ja koodi (samad)
","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
0;0;Subkliiniline faas;Subkliiniline faas, mille puhul täheldatakse igemetasku vedeliku suuremat eritumist;;0;31.01.2015;;;Eesti hambaarstide Liit;1;\r
1;1;Varane kahjustus;Varane kahjustus (lisandub hüpereemia) ;;0;31.01.2015;;;Eesti hambaarstide Liit;1;"
TRUE,5,OK,Gingiviidi ulatus,17542,gingiviidi-ulatus,17,GingiviidiUlatus,Gingiviidi ulatus,,"Gingiviit ehk igemepõletik kujuneb välja ebasoodsate lokaalsete ja üldiste faktorite toimel, kusjuures on säilunud igeme terviklik kinnitus hamba pinnale. ",Loendi loomise aluseks on  Eesti Ortodontide Seltsi ja Eesti Hambaarstide Liidu otsus.,Uuendamine toimub vastavalt Eesti Ortodontide Seltsi otsusele või vastavalt seadusandluse muudatusele.,1.3.6.1.4.1.28284.6.2.1.91,1.3.6.1.4.1.28284.6.2.1.91.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Hambaarstide Liit,integer,1,1.0.0,2013-01-01,27971,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/27971.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Pikk_nimetus=definition|et,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/gingiviidi-ulatus/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/gingiviidi-ulatus/versions/1/summary,"Trükivead
Selgitusfailis näitab, et kehtima hakkamise kp on 01.01.2012
Concept has no active version
","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;puudub;puudub;puudub;;0;1.01.2013;;;Eesti hambaarstide Liit;1;\r
2;marginaalne;marginaalne;marginaalne, Igeme vaba serv on põletikust haaratud;;0;1.01.2013;;;Eesti hambaarstide Liit;1;"
TRUE,5,OK,Haava või haavandi põhi,47021,haava-voi-haavandi-pohi,23,HaavaVoiHaavandiPohi,Haava või haavandi põhi,,Kasutatakse kodu- ja iseseisva statsionaarse õenduse epikriisil ning võimaldab kirjeldada haava või haavandi põhja.,,Vastavalt Tervise ja Heaolu Infosüsteemide Keskusele esitatud ettepanekutele.,1.3.6.1.4.1.28284.6.2.1.344,1.3.6.1.4.1.28284.6.2.1.344.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,TEHIK,integer,1,1.0.0,2019-05-16,47024,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/47024.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus,"Kood=concept-code,
Vanem_kood=parent,
Nimetus=display|et,",parent,https://termx.kodality.dev/resources/code-systems/haava-voi-haavandi-pohi/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/haava-voi-haavandi-pohi/versions/1/summary,,"Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Staatus;Selgitus\r
01;;Punane faas;;;0;16.05.2019;;;1;\r
02;;Granuleeruv eksudaadiga;;01;1;16.05.2019;;;1;"
FALSE,0,,Haigekassa hinnakiri,12507,haigekassa-hinnakiri,20,HaigekassaHinnakiri,Haigekassa hinnakiri,,"Eesti Haigekassa tervishoiuteenuste hinnakiri
https://www.riigiteataja.ee/akt/128122019006",,,1.3.6.1.4.1.28284.6.2.1.6,1.3.6.1.4.1.28284.6.2.1.6.48,,,,,integer,48,48.0.0,2023-07-21,67318,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/67318.csv,,-,,-,HKKOOD;SAP_HKKOOD;NIMETUS;HIND;HULK;ALATES_KUUP;KUNI_KUUP;PA_HM;HKLIIK;AMB_STATS;HAMB_TUNNUS,"NIMETUS=display|et,
HIND=N/A,
PA_HM=N/A,
HKKOOD=N/A,
AMB_STATS=N/A,
ALATES_KUUP=N/A,
HULK=N/A,
HAMB_TUNNUS=N/A,
SAP_HKKOOD=N/A,
KUNI_KUUP=N/A,
HKLIIK=N/A",,https://termx.kodality.dev/resources/code-systems/haigekassa-hinnakiri/versions/48/concepts,https://termx.kodality.dev/resources/value-sets/haigekassa-hinnakiri/versions/48/summary,Teha uus väljund,"HKKOOD;SAP_HKKOOD;NIMETUS;HIND;HULK;ALATES_KUUP;KUNI_KUUP;PA_HM;HKLIIK;AMB_STATS;HAMB_TUNNUS\r
2000;000000000000002000;Üld-, Sisehaigused ;15,98;;01.02.1999;31.12.2000;;VOODIPÄEVAD;13;\r
2001;000000000000002001;Sisehaigused;21,09;10;01.02.1999;30.04.2001;;VOODIPÄEVAD;12;"
TRUE,5,OK,Haigekassa piirkond,12143,haigekassa-piirkond,19,HaigekassaPiirkond,Haigekassa piirkond,,"Eesti haigekassa poolt kehtestatud piirkonnad, kus on 01 - Harjumaa, 05 - Pärnumaa, 06 - Tartumaa, 09 - Virumaa.",,Uuendamine toimub vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.3.19,1.3.6.1.4.1.28284.6.2.3.19.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Tervisekassa,integer,1,1.0.0,2007-01-01,13189,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/13189.csv,1,-,1,-,KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS,"LÜHINIMETUS=synonym,
NIMETUS=display|et,
KOOD=concept-code,
PIKK_NIMETUS=definition|et,",,https://termx.kodality.dev/resources/code-systems/haigekassa-piirkond/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/haigekassa-piirkond/versions/1/summary,,"KOOD;LÜHINIMETUS;NIMETUS;PIKK_NIMETUS;VANEM_KOOD;HIERARHIA_ASTE;KEHTIVUSE_ALGUSE_KPV;KEHTIVUSE_LÕPU_KPV;VIIMANE_MUUDATUS_KPV;MUUTJA;STAATUS;SELGITUS\r
01;Harju;Harjumaa;Harjumaa piirkond;;;1.01.2007;;;Eesti Haigekassa;1;\r
05;Pärnu;Pärnumaa;Pärnumaa piirkond;;;1.01.2007;;;Eesti Haigekassa;1;"
TRUE,5,OK,Haiglast lahkumine,2450,haiglast-lahkumine,18,HaiglastLahkumine,Haiglast lahkumine,,"Võimalikud haiglast lahkumise juhud on: väljakirjutamine, üleviimine teise haiglasse, surmlõpe.","Loendi loomise aluseks oli SoM määrus  nr 76 ( RTL 2002, 59, 891), jõustunud 1.01.2003. § 66. Patsiendikaardi kanded. Kirjeldatud on ""Digitaalse terviseloo projekti raames meditsiiniterminite andmesõnastiku koostamine andmekoosseisu ja meditsiinidokumentide kontekstis"". Loend on kirjeldatud ka ""Meditsiini dokumentide kirjete loetelud"" Heidi Gil. Ülevaade. Tallinn: Sotsiaalministeerium, 2000.  https://www.riigiteataja.ee/ert/act.jsp?id=970559; http://www.e-tervis.ee/images/stories/dokumendid/digihaigusloo%20teatis.doc; http://www.sm.ee/est/HtmlPages/meddokkirjed/$file/meddokloetelukirjed.pdf ",Uuendamine toimub vastavalt taotluste esitamisele ja järgnevale loendite töörühma otsusele või vastavalt seadusandlikule muudatusele.,1.3.6.1.4.1.28284.6.2.1.33,1.3.6.1.4.1.28284.6.2.1.33.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Sotsiaalministeerium,integer,1,1.0.0,2007-05-31,2453,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/2453.csv,1,-,1,-,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Selgitus=comment,
Kood=concept-code,
Vanem_kood=parent,
Nimetus=display|et,",,https://termx.kodality.dev/resources/code-systems/haiglast-lahkumine/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/haiglast-lahkumine/versions/1/summary,"Trükivead
Concept has no active version
","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
1;väljakirjutatud;väljakirjutatud;väljakirjutatud;;0;31.05.2007;;;;1;\r
2;üleviidud teise haiglasse;üleviidud teise haiglasse;üleviidud teise haiglasse;;0;31.05.2007;;;;1;Tervisestatistika mõttes on üleviimine patsiendi vahetu üleviimine teise haiglasse transpordiks kuluva aja jooksul. Erandkorras võib ühest haiglast välja kirjutamise kuupäev erineda teise haiglasse sisse kirjutamise kuupäevast, kui transport toimub kuupäeva vahetumise ajal."
TRUE,5,OK,"Haigused, millega kaasneb absoluutne mittevastavus B-tõendi tervisenõuetele",29391,haigused-absol-mittevastavus-b-toend,36,HaigusedAbsolMittevastavusBToend,"Haigused, millega kaasneb absoluutne mittevastavus B-tõendi tervisenõuetele",,"Haigused, mis põhjustavad absoluutse mittevastavuse otsuse B-tervisetõendis kehtestatud terviseseisundi nõuetele RHK-10 järgi.",,,,.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Perearstide Selts,integer,1,1.0.0,2014-01-01,29393,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/29393.csv,,-,1,RHK10-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Kehtivuse_alguse_kpv=effectiveDate,",,https://termx.kodality.dev/resources/code-systems/haigused-absol-mittevastavus-b-toend/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/haigused-absol-mittevastavus-b-toend/versions/1/summary,"seotud failidel puudub juur-OID
effectiveDate puudub
Additional designations kirjeldused on korduvad eestikeelsed tõlked","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
F60;Spetsiifilised isiksushäired;Spetsiifilised isiksushäired;Spetsiifilised isiksushäired;;;1.01.2014;;;EPS;1;\r
F60.0;Paranoiline isiksus;Paranoiline isiksus;Paranoiline isiksus;;;1.01.2014;;;EPS;1;"
TRUE,5,OK,"Haigused, millega kaasneb absoluutne mittevastavus C-tõendi tervisenõuetele",29399,haigused-absol-mittevastavus-c-toend,36,HaigusedAbsolMittevastavusCToend,"Haigused, millega kaasneb absoluutne mittevastavus C-tõendi tervisenõuetele",,"Haigused, mis põhjustavad absoluutse mittevastavuse otsuse C-tervisetõendis kehtestatud terviseseisundi nõuetele RHK-10 järgi.",,,,.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Perearstide Selts,integer,1,1.0.0,2014-01-01,29401,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/29401.csv,,-,1,RHK10-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Kehtivuse_alguse_kpv=effectiveDate,",,https://termx.kodality.dev/resources/code-systems/haigused-absol-mittevastavus-c-toend/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/haigused-absol-mittevastavus-c-toend/versions/1/summary,"seotud failidel puudub juur-OID
effectiveDate puudub
","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
F20;Skisofreenia;Skisofreenia;Skisofreenia;;;1.01.2014;;;EPS;1;\r
F20.0;Paranoidne skisofreenia;Paranoidne skisofreenia;Paranoidne skisofreenia;;;1.01.2014;;;EPS;1;"
TRUE,5,OK,"Haigused, millega kaasneb suhteline mittevastavus A-tõendi tervisenõuetele",29379,haigused-suhteline-mittevastavus-a-toend,40,HaigusedSuhtelineMittevastavusAToend,"Haigused, millega kaasneb suhteline mittevastavus A-tõendi tervisenõuetele",,"Haigused, mis põhjustavad suhtelise mittevastavuse otsuse A-tervisetõendis kehtestatud terviseseisundi nõuetele RHK-10 järgi.",,,,.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Perearstide Selts,integer,1,1.0.0,2014-01-01,29381,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/29381.csv,,-,1,RHK10-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Kehtivuse_alguse_kpv=effectiveDate,",,https://termx.kodality.dev/resources/code-systems/haigused-suhteline-mittevastavus-a-toend/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/haigused-suhteline-mittevastavus-a-toend/versions/1/summary,"seotud failidel puudub juur-OID
effectiveDate puudub
Additional designtions on kirjeldused eesti- ja ladinakeelsed (miks vajalik?), kuid puudub inglise keelne tõlge (ilmselt RHK concept seti probleem)","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A15;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;;;1.01.2014;;;EPS;1;\r
A15.0;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;;;1.01.2014;;;EPS;1;"
TRUE,5,OK,"Haigused, millega kaasneb suhteline mittevastavus B-tõendi tervisenõuetele",29387,haigused-suhteline-mittevastavus-b-toend,40,HaigusedSuhtelineMittevastavusBToend,"Haigused, millega kaasneb suhteline mittevastavus B-tõendi tervisenõuetele",,"Haigused, mis põhjustavad suhtelise mittevastavuse otsuse B-tervisetõendis kehtestatud terviseseisundi nõuetele RHK-10 järgi.",,,,.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Perearstide Selts,integer,1,1.0.0,2014-01-01,29389,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/29389.csv,,-,1,RHK10-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Kehtivuse_alguse_kpv=effectiveDate,",,https://termx.kodality.dev/resources/code-systems/haigused-suhteline-mittevastavus-b-toend/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/haigused-suhteline-mittevastavus-b-toend/versions/1/summary,"seotud failidel puudub juur-OID
effectiveDate puudub
Additional designtions on kirjeldused eesti- ja ladinakeelsed (miks vajalik?), kuid puudub inglise keelne tõlge (ilmselt RHK concept seti probleem)","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A15;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;;;1.01.2014;;;EPS;1;\r
A15.0;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;;;1.01.2014;;;EPS;1;"
TRUE,5,OK,"Haigused, millega kaasneb suhteline mittevastavus C-tõendi tervisenõuetele",29395,haigused-suhteline-mittevastavus-c-toend,40,HaigusedSuhtelineMittevastavusCToend,"Haigused, millega kaasneb suhteline mittevastavus C-tõendi tervisenõuetele",,"Haigused, mis põhjustavad suhtelise mittevastavuse otsuse C-tervisetõendis kehtestatud terviseseisundi nõuetele RHK-10 järgi.",,,,.1,TEHIK,andmekorraldus@tehik.ee,https://tehik.ee/,Eesti Perearstide Selts,integer,1,1.0.0,2014-01-01,29397,https://raw.githubusercontent.com/TEHIK-EE/terminology-migration/main/pubkeskus/pub-data/files/29397.csv,,-,1,RHK10-EE,Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus,"Kood=concept-code,
Nimetus=display|et,
Kehtivuse_alguse_kpv=effectiveDate,",,https://termx.kodality.dev/resources/code-systems/haigused-suhteline-mittevastavus-c-toend/versions/1/concepts,https://termx.kodality.dev/resources/value-sets/haigused-suhteline-mittevastavus-c-toend/versions/1/summary,"seotud failidel puudub juur-OID
effectiveDate puudub
Additional designtions on kirjeldused eesti- ja ladinakeelsed (miks vajalik?), kuid puudub inglise keelne tõlge (ilmselt RHK concept seti probleem)","Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus\r
A15;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;Bakterioloogiliselt ja histoloogiliselt kinnitatud hingamiselundite tuberkuloos;;;1.01.2014;;;EPS;1;\r
A15.0;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;Kopsutuberkuloos, kinnitatud röga mikroskoopilise uuringuga, mikroobikultuuri abil või ilma;;;1.01.2014;;;EPS;1;"
